Instrument,Date,Open,Close,High,Low,Pre_Close,Change,Pct_Chg,Volume,AMount,Turnover_rate,Turnover_rate_f,Volume_ratio,Pe,Pe_ttm,Pb,Ps,Ps_ttm,Dv_ratio,Dv_ttm,Total_share,Float_share,Free_share,Total_mv,Circ_mv,Adj_factor,Vwap,Intra_tail_ratio,Intra_returns_skewness,Intra_returns_kurtosis,Intra_price_vol_corr,Intra_downside_ratio,Up_limit,Down_limit,Mfd_buyord,Mfd_sellord,Mfd_volinflowrate,Mkt_class,Ind_class_l1,Ind_class_l2,List_date
600418.SH,2017-08-02,10.16,9.98,10.17,9.95,10.17,-0.19,-1.87,89626.1,90102.1,0.881,1.0499,0.84,16.2615,16.3476,1.3777,0.36,0.3666,1.3939,1.9038,189331.0,101736.0,85366.5,1889530.0,1015320.0,6.235,10.0531,0.289224,-0.664884,1.29897,-0.283157,0.747219,11.19,9.15,23925,46579,-0.3202197597880307,1,23,89,2001-08-24
600418.SH,2017-08-03,9.93,9.9,10.04,9.87,9.98,-0.08,-0.8,98116.5,97397.1,0.9644,1.1494,0.88,16.1311,16.2165,1.3667,0.3571,0.3636,1.4052,1.9192,189331.0,101736.0,85366.5,1874380.0,1007180.0,6.235,9.92668,0.152043,-0.252024,0.530484,-0.35016,0.591551,10.98,8.98,31344,55559,-0.27798560697639774,1,23,89,2001-08-24
600418.SH,2017-08-04,9.91,9.91,9.95,9.83,9.9,0.01,0.1,78597.1,77686.1,0.7726,0.9207,0.69,16.1474,16.2329,1.3681,0.3574,0.364,1.4038,1.9173,189331.0,101736.0,85366.5,1876270.0,1008200.0,6.235,9.88409,0.170261,0.249714,-0.767886,0.0321818,0.509702,10.89,8.91,29880,39251,-0.13500530638620795,1,23,89,2001-08-24
600418.SH,2017-08-07,9.9,9.9,9.94,9.79,9.91,-0.01,-0.1,78610.8,77476.1,0.7727,0.9209,0.77,16.1311,16.2165,1.3667,0.3571,0.3636,1.4052,1.9192,189331.0,101736.0,85366.5,1874380.0,1007180.0,6.235,9.85566,0.177698,0.515384,1.0831,-0.150099,0.375865,10.9,8.92,34370,41469,-0.09251375620586441,1,23,89,2001-08-24
600418.SH,2017-08-08,9.9,9.87,9.9,9.83,9.9,-0.03,-0.3,57473.8,56702.7,0.5649,0.6733,0.63,16.0822,16.1674,1.3625,0.356,0.3625,1.4094,1.925,189331.0,101736.0,85366.5,1868700.0,1004130.0,6.235,9.86584,0.171538,0.240179,1.61286,0.156044,0.485181,10.89,8.91,20432,25396,-0.10799648508405721,1,23,89,2001-08-24
600418.SH,2017-08-09,9.85,9.75,9.87,9.71,9.87,-0.12,-1.22,111936.0,109256.0,1.1003,1.3112,1.39,15.8867,15.9708,1.346,0.3517,0.3581,1.4268,1.9487,189331.0,101736.0,85366.5,1845980.0,991924.0,6.235,9.76055,0.20962,-0.551894,0.330838,-0.0224571,0.670579,10.86,8.88,20976,64822,-0.5108841372236123,1,23,89,2001-08-24
600418.SH,2017-08-10,9.73,9.61,9.78,9.6,9.75,-0.14,-1.44,109507.0,105730.0,1.0764,1.2828,1.29,15.6586,15.7415,1.3266,0.3466,0.353,1.4476,1.9771,189331.0,101736.0,85366.5,1819470.0,977681.0,6.235,9.65508,0.143324,0.694351,3.84955,-0.148163,0.508122,10.73,8.78,36193,70786,-0.3230646445298881,1,23,89,2001-08-24
600418.SH,2017-08-11,9.57,9.48,9.6,9.45,9.61,-0.13,-1.35,80120.6,76274.5,0.7875,0.9385,0.92,15.4468,15.5286,1.3087,0.3419,0.3482,1.4674,2.0042,189331.0,101736.0,85366.5,1794860.0,964456.0,6.235,9.51997,0.274535,0.44992,1.28234,-0.445208,0.531869,10.57,8.65,16145,33127,-0.34423976138329526,1,23,89,2001-08-24
600418.SH,2017-08-14,9.47,9.66,9.66,9.47,9.48,0.18,1.9,57723.9,55486.7,0.5674,0.6762,0.66,15.74,15.8234,1.3336,0.3484,0.3548,1.4401,1.9669,189331.0,101736.0,85366.5,1828940.0,982768.0,6.235,9.61242,0.16151,1.72214,4.75048,-0.0460775,0.226776,10.43,8.53,21289,15846,0.1471644902882892,1,23,89,2001-08-24
600418.SH,2017-08-15,9.66,9.62,9.69,9.52,9.66,-0.04,-0.41,89701.8,86063.7,0.6197,0.6988,1.08,15.6749,15.7579,1.328,0.347,0.3534,1.4461,1.9751,189331.0,144744.0,128374.0,1821370.0,1392430.0,6.235,9.59442,0.116475,-0.349016,-0.00563152,-0.196832,0.549772,10.63,8.69,25611,49130,-0.3141220394726754,1,23,89,2001-08-24
600418.SH,2017-08-16,9.6,9.6,9.61,9.54,9.62,-0.02,-0.21,57474.9,55031.4,0.3971,0.4477,0.64,15.6423,15.7251,1.3253,0.3463,0.3526,1.4491,1.9792,189331.0,144744.0,128374.0,1817580.0,1389540.0,6.235,9.57485,0.27652,-0.536544,0.35796,0.256798,0.566657,10.58,8.66,18059,33824,-0.3037260253376668,1,23,89,2001-08-24
600418.SH,2017-08-17,9.57,9.62,9.62,9.53,9.6,0.02,0.21,64371.6,61706.4,0.4447,0.5014,0.82,15.6749,15.7579,1.328,0.347,0.3534,1.4461,1.9751,189331.0,144744.0,128374.0,1821370.0,1392430.0,6.235,9.58596,0.244252,-1.01561,1.85422,0.140676,0.591184,10.56,8.64,19990,32030,-0.23111421822672445,1,23,89,2001-08-24
600418.SH,2017-08-18,9.59,9.57,9.59,9.51,9.62,-0.05,-0.52,71542.0,68301.4,0.4943,0.5573,1.02,15.5934,15.676,1.3211,0.3452,0.3515,1.4536,1.9854,189331.0,144744.0,128374.0,1811900.0,1385200.0,6.235,9.54704,0.128498,-0.209545,-0.138516,-0.409736,0.444413,10.58,8.66,22421,39757,-0.27836483084007246,1,23,89,2001-08-24
600418.SH,2017-08-21,9.6,9.62,9.66,9.55,9.57,0.05,0.52,80195.4,77102.2,0.5541,0.6247,1.18,15.6749,15.7579,1.328,0.347,0.3534,1.4461,1.9751,189331.0,144744.0,128374.0,1821370.0,1392430.0,6.235,9.61429,0.213106,0.010704,-0.632051,0.270146,0.465663,10.53,8.61,29720,40344,-0.15104923451279373,1,23,89,2001-08-24
600418.SH,2017-08-22,9.61,9.57,9.62,9.53,9.62,-0.05,-0.52,56748.6,54308.2,0.3921,0.4421,0.78,15.5934,15.676,1.3211,0.3452,0.3515,1.4536,1.9854,189331.0,144744.0,128374.0,1811900.0,1385200.0,6.235,9.56995,0.135333,-0.0236287,-0.239004,-0.252155,0.550731,10.58,8.66,15927,29745,-0.30211845957510697,1,23,89,2001-08-24
600418.SH,2017-08-23,9.61,9.57,9.63,9.55,9.57,0.0,0.0,56257.5,53932.5,0.3887,0.4382,0.85,15.5934,15.676,1.3211,0.3452,0.3515,1.4536,1.9854,189331.0,144744.0,128374.0,1811900.0,1385200.0,6.235,9.58672,0.132977,0.928148,1.49287,0.0307582,0.431296,10.53,8.61,22159,27629,-0.10931056815703782,1,23,89,2001-08-24
600418.SH,2017-08-24,9.54,9.52,9.62,9.51,9.57,-0.05,-0.52,67592.6,64584.5,0.467,0.5265,1.03,15.5119,15.5941,1.3142,0.3434,0.3497,1.4613,1.9958,189331.0,144744.0,128374.0,1802430.0,1377960.0,6.235,9.55496,0.229476,0.696086,0.536101,-0.302702,0.44717,10.53,8.61,30505,33843,-0.05128945971749193,1,23,89,2001-08-24
600418.SH,2017-08-25,9.54,9.63,9.71,9.53,9.52,0.11,1.16,83395.7,80242.4,0.5762,0.6496,1.25,15.6912,15.7743,1.3294,0.3474,0.3537,1.4446,1.973,189331.0,144744.0,128374.0,1823260.0,1393880.0,6.235,9.62189,0.168965,1.99565,7.42176,0.583106,0.245306,10.47,8.57,37728,28476,0.14034135034780018,1,23,89,2001-08-24
600418.SH,2017-08-28,9.63,9.67,9.7,9.6,9.63,0.04,0.42,89566.4,86523.6,0.6188,0.6977,1.3,15.7563,15.8398,1.3349,0.3488,0.3552,1.4386,1.9648,189331.0,144744.0,128374.0,1830830.0,1399670.0,6.235,9.66028,0.142789,0.091117,-0.414185,-0.452267,0.374578,10.59,8.67,30662,28365,0.03912174816547144,1,23,89,2001-08-24
600418.SH,2017-08-29,9.68,9.56,9.68,9.51,9.67,-0.11,-1.14,85723.1,82484.8,0.5922,0.6678,1.21,15.5771,15.6596,1.3197,0.3448,0.3512,1.4551,1.9874,189331.0,144744.0,128374.0,1810010.0,1383750.0,6.235,9.62224,0.290937,-0.367061,0.714189,-0.438816,0.693762,10.64,8.7,31524,47230,-0.19865010569387745,1,23,89,2001-08-24
600418.SH,2017-08-30,10.15,9.95,10.29,9.84,9.56,0.39,4.08,366766.0,367007.0,2.5339,2.857,4.79,16.2126,16.2984,1.3736,0.3589,0.3655,1.3981,1.9095,189331.0,144744.0,128374.0,1883850.0,1440200.0,6.235,10.0066,0.131204,-0.423538,0.663574,0.317065,0.62382,10.52,8.6,182184,157761,0.07187076271913807,1,23,89,2001-08-24
600418.SH,2017-08-31,9.75,9.72,9.89,9.71,9.95,-0.23,-2.31,210478.0,205698.0,1.4541,1.6396,1.52,15.8378,19.8058,1.3349,0.3506,0.3579,1.4312,1.9547,189331.0,144744.0,128374.0,1840300.0,1406910.0,6.235,9.7729,0.149108,0.602399,1.05028,0.195752,0.508347,10.95,8.96,59083,106001,-0.2837039895128365,1,23,89,2001-08-24
600418.SH,2017-09-01,9.7,9.73,9.81,9.68,9.72,0.01,0.1,119777.0,116620.0,0.8275,0.933,0.72,15.8541,19.8262,1.3362,0.351,0.3583,1.4297,1.9527,189331.0,144744.0,128374.0,1842190.0,1408360.0,6.235,9.73643,0.153577,-0.842367,0.402025,-0.148086,0.633096,10.69,8.75,37929,56240,-0.19395903425349575,1,23,89,2001-08-24
600418.SH,2017-09-04,9.68,9.79,9.82,9.59,9.73,0.06,0.62,134604.0,130423.0,0.9299,1.0485,0.77,15.9519,19.9485,1.3445,0.3531,0.3605,1.421,1.9408,189331.0,144744.0,128374.0,1853550.0,1417040.0,6.235,9.68941,0.270505,-0.890524,5.9132,0.121172,0.464819,10.7,8.76,62458,49622,0.11667355673784499,1,23,89,2001-08-24
600418.SH,2017-09-05,9.79,9.79,9.83,9.72,9.79,0.0,0.0,105793.0,103331.0,0.7309,0.8241,0.58,15.9519,19.9485,1.3445,0.3531,0.3605,1.421,1.9408,189331.0,144744.0,128374.0,1853550.0,1417040.0,6.235,9.76728,0.238503,0.792847,1.35019,0.543011,0.363303,10.77,8.81,37042,46038,-0.10785172450676661,1,23,89,2001-08-24
600418.SH,2017-09-06,9.73,9.77,9.79,9.69,9.79,-0.02,-0.2,117678.0,114594.0,0.813,0.9167,0.63,15.9193,19.9077,1.3417,0.3524,0.3598,1.4239,1.9447,189331.0,144744.0,128374.0,1849770.0,1414150.0,6.235,9.73791,0.20766,-0.349078,0.378816,0.175815,0.52748,10.77,8.81,54977,40416,0.15304371308971199,1,23,89,2001-08-24
600418.SH,2017-09-07,9.77,9.77,9.88,9.75,9.77,0.0,0.0,132548.0,130063.0,0.9157,1.0325,0.96,15.9193,19.9077,1.3417,0.3524,0.3598,1.4239,1.9447,189331.0,144744.0,128374.0,1849770.0,1414150.0,6.235,9.8125,0.168807,1.07159,1.55208,0.229776,0.419008,10.75,8.79,46971,39247,0.09020347819026055,1,23,89,2001-08-24
600418.SH,2017-09-08,9.78,9.7,9.83,9.67,9.77,-0.07,-0.72,102716.0,99981.8,0.7096,0.8001,0.84,15.8052,19.7651,1.3321,0.3499,0.3572,1.4341,1.9588,189331.0,144744.0,128374.0,1836510.0,1404010.0,6.235,9.7338,0.234959,0.769607,0.747186,-0.291875,0.518916,10.75,8.79,31830,38165,-0.08944592358122884,1,23,89,2001-08-24
600418.SH,2017-09-11,9.9,10.03,10.12,9.9,9.7,0.33,3.4,309924.0,309936.0,2.1412,2.4142,2.61,16.3429,20.4375,1.3774,0.3618,0.3694,1.387,1.8943,189331.0,144744.0,128374.0,1898990.0,1451780.0,6.235,10.0004,0.131752,-0.659458,2.6804,0.492135,0.56245,10.67,8.73,135289,102089,0.13999777543533723,1,23,89,2001-08-24
600418.SH,2017-09-12,10.05,10.74,11.03,10.03,10.03,0.71,7.08,1221070.0,1314070.0,8.4361,9.5118,7.94,17.4998,21.8842,1.4749,0.3874,0.3955,1.2953,1.7691,189331.0,144744.0,128374.0,2033420.0,1554550.0,6.235,10.7617,0.0899665,1.7004,3.91012,-0.100318,0.198747,11.03,9.03,792640,622301,0.1217524547883166,1,23,89,2001-08-24
600418.SH,2017-09-13,10.57,10.46,10.66,10.32,10.74,-0.28,-2.61,552399.0,579428.0,3.8164,4.303,1.47,17.0436,21.3137,1.4365,0.3773,0.3852,1.3299,1.8164,189331.0,144744.0,128374.0,1980400.0,1514020.0,6.235,10.4893,0.114379,-0.390066,2.22964,0.145798,0.551423,11.81,9.67,247462,322559,-0.1311872996429572,1,23,89,2001-08-24
600418.SH,2017-09-14,10.52,10.86,10.88,10.37,10.46,0.4,3.82,636522.0,678251.0,4.3976,4.9583,1.37,17.6953,22.1288,1.4914,0.3917,0.3999,1.281,1.7495,189331.0,144744.0,128374.0,2056140.0,1571920.0,6.235,10.6556,0.205795,0.599025,0.344156,0.619748,0.319563,11.51,9.41,321091,284681,0.061303280332396924,1,23,89,2001-08-24
600418.SH,2017-09-15,10.65,10.61,10.78,10.53,10.86,-0.25,-2.3,426290.0,453899.0,2.9451,3.3207,0.76,17.288,21.6193,1.4571,0.3827,0.3907,1.3111,1.7908,189331.0,144744.0,128374.0,2008800.0,1535730.0,6.235,10.6477,0.11947,0.110387,1.50286,0.12042,0.537928,11.95,9.77,209497,237103,-0.061268057596873406,1,23,89,2001-08-24
600418.SH,2017-09-18,10.62,10.95,11.18,10.51,10.61,0.34,3.2,692190.0,759007.0,4.7822,5.392,1.1,17.842,22.3121,1.5038,0.395,0.4032,1.2704,1.7352,189331.0,144744.0,128374.0,2073180.0,1584940.0,6.235,10.9653,0.110062,1.5697,3.15073,0.135605,0.221548,11.67,9.55,282703,290835,-0.01360748338233204,1,23,89,2001-08-24
600418.SH,2017-09-19,10.95,10.73,10.96,10.64,10.95,-0.22,-2.01,428506.0,460700.0,2.9604,3.3379,0.61,17.4835,21.8639,1.4736,0.387,0.3951,1.2965,1.7707,189331.0,144744.0,128374.0,2031520.0,1553100.0,6.235,10.7513,0.14558,0.210251,0.397213,0.50593,0.527185,12.05,9.86,166634,217054,-0.13093843267775868,1,23,89,2001-08-24
600418.SH,2017-09-20,10.65,10.85,11.15,10.64,10.73,0.12,1.12,638974.0,697099.0,4.4145,4.9774,1.17,17.679,22.1084,1.49,0.3914,0.3996,1.2821,1.7512,189331.0,144744.0,128374.0,2054240.0,1570470.0,6.235,10.9097,0.115501,0.891055,1.84069,0.437583,0.346189,11.8,9.66,344720,297986,0.07434040721456142,1,23,89,2001-08-24
600418.SH,2017-09-21,10.76,10.69,10.97,10.68,10.85,-0.16,-1.47,334856.0,361797.0,2.3134,2.6084,0.59,17.4183,21.7824,1.4681,0.3856,0.3937,1.3013,1.7774,189331.0,144744.0,128374.0,2023950.0,1547310.0,6.235,10.8045,0.144602,0.20468,-0.0394101,0.140738,0.499602,11.94,9.77,141184,175646,-0.107912159128574,1,23,89,2001-08-24
600418.SH,2017-09-22,10.66,10.48,10.87,10.46,10.69,-0.21,-1.96,342402.0,364857.0,2.3656,2.6672,0.68,17.0762,21.3545,1.4392,0.378,0.3859,1.3274,1.813,189331.0,144744.0,128374.0,1984190.0,1516910.0,6.235,10.6558,0.166705,0.974231,1.97812,-0.108609,0.507935,11.76,9.62,150915,174540,-0.07125107980870038,1,23,89,2001-08-24
600418.SH,2017-09-25,10.49,10.38,10.55,10.31,10.48,-0.1,-0.95,223623.0,233193.0,1.545,1.742,0.46,16.9132,21.1507,1.4255,0.3744,0.3822,1.3402,1.8304,189331.0,144744.0,128374.0,1965260.0,1502440.0,6.235,10.4279,0.129097,1.86152,6.3305,-0.307605,0.326531,11.53,9.43,106921,124414,-0.07509041985724596,1,23,89,2001-08-24
600418.SH,2017-09-26,10.4,10.5,10.56,10.36,10.38,0.12,1.16,191659.0,200462.0,1.3241,1.493,0.49,17.1087,21.3952,1.442,0.3787,0.3867,1.3249,1.8095,189331.0,144744.0,128374.0,1987980.0,1519810.0,6.235,10.4593,0.176419,0.664786,0.421877,-0.220397,0.364606,11.42,9.34,81298,95373,-0.07868244239148309,1,23,89,2001-08-24
600418.SH,2017-09-27,10.46,10.83,10.98,10.46,10.5,0.33,3.14,467827.0,505081.0,3.2321,3.6442,1.35,17.6465,22.0676,1.4873,0.3906,0.3988,1.2845,1.7544,189331.0,144744.0,128374.0,2050460.0,1567570.0,6.235,10.7963,0.131961,1.62284,3.18331,0.0745293,0.199956,11.55,9.45,274550,213769,0.12523319580716477,1,23,89,2001-08-24
600418.SH,2017-09-28,10.78,10.88,11.06,10.7,10.83,0.05,0.46,452872.0,494635.0,3.1288,3.5277,1.45,17.7279,22.1695,1.4942,0.3924,0.4007,1.2786,1.7463,189331.0,144744.0,128374.0,2059920.0,1574810.0,6.235,10.9222,0.143321,0.394425,0.21202,0.273937,0.442113,11.91,9.75,240355,212381,0.06253014777921959,1,23,89,2001-08-24
600418.SH,2017-09-29,10.97,11.27,11.62,10.78,10.88,0.39,3.58,613877.0,684255.0,4.2411,4.7819,1.83,18.3634,22.9642,1.5477,0.4065,0.415,1.2344,1.6859,189331.0,144744.0,128374.0,2133760.0,1631260.0,6.235,11.1465,0.138386,4.09021,22.0015,0.584351,0.148421,11.97,9.79,329240,300498,0.04685564011244503,1,23,89,2001-08-24
600418.SH,2017-10-09,11.65,12.4,12.4,11.47,11.27,1.13,10.03,1589060.0,1944640.0,10.9785,12.3783,4.07,20.2046,25.2667,1.7029,0.4473,0.4566,1.1219,1.5323,189331.0,144744.0,128374.0,2347710.0,1794820.0,6.235,12.2376,0.0781133,2.35221,7.1937,-0.324042,0.116166,12.4,10.14,1161930,860008,0.1501957726222093,1,23,89,2001-08-24
600418.SH,2017-10-10,12.3,11.95,12.35,11.86,12.4,-0.45,-3.63,1262130.0,1525960.0,8.7197,9.8316,1.9,19.4714,24.3498,1.6411,0.431,0.4401,1.1641,1.59,189331.0,144744.0,128374.0,2262510.0,1729690.0,6.235,12.0904,0.156137,-0.733446,0.34514,0.212406,0.715019,13.64,11.16,624740,861990,-0.15879218714825688,1,23,89,2001-08-24
600418.SH,2017-10-11,11.65,11.35,11.75,11.2,11.95,-0.6,-5.02,978124.0,1119980.0,6.7576,7.6193,1.12,18.4937,23.1272,1.5587,0.4094,0.418,1.2257,1.674,189331.0,144744.0,128374.0,2148910.0,1642840.0,6.235,11.4502,0.125142,0.0470211,0.282882,0.339356,0.60536,13.15,10.76,432863,627105,-0.1823598758060418,1,23,89,2001-08-24
600418.SH,2017-10-12,11.32,11.45,11.52,11.22,11.35,0.1,0.88,554021.0,630106.0,3.8276,4.3157,0.57,18.6567,23.331,1.5724,0.413,0.4216,1.2149,1.6594,189331.0,144744.0,128374.0,2167840.0,1657320.0,6.235,11.3733,0.230711,0.634895,0.869982,0.543685,0.350653,12.49,10.22,258697,323434,-0.11085668212720003,1,23,89,2001-08-24
600418.SH,2017-10-13,11.32,11.33,11.43,11.24,11.45,-0.12,-1.05,327628.0,371210.0,2.2635,2.5521,0.33,18.4612,23.0864,1.556,0.4087,0.4172,1.2278,1.677,189331.0,144744.0,128374.0,2145120.0,1639950.0,6.235,11.3302,0.181492,0.191081,-0.54327,-0.24011,0.480316,12.6,10.31,142894,181891,-0.11955610078740789,1,23,89,2001-08-24
600418.SH,2017-10-16,11.25,10.66,11.25,10.64,11.33,-0.67,-5.91,636629.0,694640.0,4.3983,4.9592,0.68,17.3695,21.7212,1.4639,0.3845,0.3926,1.305,1.7824,189331.0,144744.0,128374.0,2018270.0,1542970.0,6.235,10.9112,0.165066,-0.232581,0.638706,0.111977,0.721056,12.46,10.2,248617,427010,-0.26390754520759996,1,23,89,2001-08-24
600418.SH,2017-10-17,10.62,10.62,10.74,10.61,10.66,-0.04,-0.38,229164.0,244581.0,1.5832,1.7851,0.3,17.3043,21.6397,1.4584,0.3831,0.3911,1.3099,1.7891,189331.0,144744.0,128374.0,2010700.0,1537180.0,6.235,10.6727,0.182533,-0.496346,-0.0152425,-0.217082,0.649374,11.73,9.59,78008,110542,-0.17225567575721723,1,23,89,2001-08-24
600418.SH,2017-10-18,10.68,10.48,10.78,10.45,10.62,-0.14,-1.32,251679.0,268134.0,1.7388,1.9605,0.46,17.0762,21.3545,1.4392,0.378,0.3859,1.3274,1.813,189331.0,144744.0,128374.0,1984190.0,1516910.0,6.235,10.6538,0.286969,-0.40102,1.24612,-0.520189,0.757134,11.68,9.56,99317,134328,-0.1496814279233883,1,23,89,2001-08-24
600418.SH,2017-10-19,10.45,10.54,10.63,10.44,10.48,0.06,0.57,189182.0,199130.0,1.307,1.4737,0.47,17.1739,21.4767,1.4475,0.3802,0.3881,1.3198,1.8027,189331.0,144744.0,128374.0,1995550.0,1525600.0,6.235,10.5258,0.187491,-0.0176947,0.928849,-0.10658,0.557654,11.53,9.43,82937,86099,-0.01818356565082495,1,23,89,2001-08-24
600418.SH,2017-10-20,10.51,10.75,10.78,10.46,10.54,0.21,1.99,238412.0,254893.0,1.6471,1.8572,0.73,17.5161,21.9046,1.4763,0.3877,0.3959,1.2941,1.7674,189331.0,144744.0,128374.0,2035310.0,1556000.0,6.235,10.6913,0.18317,0.48294,-0.0439427,0.10628,0.234231,11.59,9.49,113152,104603,0.039269514274366174,1,23,89,2001-08-24
600418.SH,2017-10-23,10.7,10.59,10.71,10.45,10.75,-0.16,-1.49,183527.0,193801.0,1.2679,1.4296,0.59,17.2554,21.5786,1.4543,0.382,0.39,1.3136,1.7941,189331.0,144744.0,128374.0,2005020.0,1532840.0,6.235,10.5598,0.108529,-0.927517,0.978988,0.224098,0.644846,11.83,9.68,51058,65609,-0.1243514260515889,1,23,89,2001-08-24
600418.SH,2017-10-24,10.55,10.49,10.59,10.33,10.59,-0.1,-0.94,202546.0,211472.0,1.3993,1.5778,0.93,17.0925,21.3748,1.4406,0.3784,0.3863,1.3261,1.8112,189331.0,144744.0,128374.0,1986080.0,1518360.0,6.235,10.4407,0.152232,-0.492148,1.24991,0.0721288,0.582558,11.65,9.53,92069,101260,-0.04735809643000192,1,23,89,2001-08-24
600418.SH,2017-10-25,10.46,10.54,10.59,10.36,10.49,0.05,0.48,172322.0,180644.0,1.1905,1.3423,0.81,17.1739,21.4767,1.4475,0.3802,0.3881,1.3198,1.8027,189331.0,144744.0,128374.0,1995550.0,1525600.0,6.235,10.483,0.140847,1.47684,2.79554,0.0464262,0.235747,11.54,9.44,72003,77288,-0.035243813102007374,1,23,89,2001-08-24
600418.SH,2017-10-26,10.48,10.45,10.55,10.38,10.54,-0.09,-0.85,182054.0,190267.0,1.2578,1.4181,0.92,17.0273,21.2933,1.4351,0.3769,0.3848,1.3312,1.8182,189331.0,144744.0,128374.0,1978510.0,1512570.0,6.235,10.4511,0.193069,0.505579,0.895101,-0.568829,0.435895,11.59,9.49,68976,92210,-0.14390716539406193,1,23,89,2001-08-24
600418.SH,2017-10-27,10.41,10.43,10.63,10.37,10.45,-0.02,-0.19,200658.0,210748.0,1.3863,1.5631,1.02,16.9947,35.0636,1.4463,0.3762,0.3957,1.3338,1.8217,189331.0,144744.0,128374.0,1974720.0,1509680.0,6.235,10.5029,0.248796,0.936086,2.0812,0.113931,0.435298,11.5,9.41,94318,106416,-0.05977337110481586,1,23,89,2001-08-24
600418.SH,2017-10-30,10.4,9.97,10.5,9.95,10.43,-0.46,-4.41,321070.0,325324.0,2.2182,2.501,1.71,16.2452,33.5172,1.3825,0.3596,0.3783,1.3953,1.9057,189331.0,144744.0,128374.0,1887630.0,1443090.0,6.235,10.1325,0.214511,-0.100931,1.76962,0.0288907,0.732035,11.47,9.39,134256,188751,-0.16705665279755771,1,23,89,2001-08-24
600418.SH,2017-10-31,9.97,10.04,10.06,9.89,9.97,0.07,0.7,143316.0,142946.0,0.9901,1.1164,0.66,16.3592,33.7525,1.3922,0.3621,0.3809,1.3856,1.8924,189331.0,144744.0,128374.0,1900890.0,1453230.0,6.235,9.97419,0.160596,0.0571899,0.334026,0.0103633,0.438323,10.97,8.97,44317,66858,-0.20207096612456144,1,23,89,2001-08-24
600418.SH,2017-11-01,10.03,10.01,10.16,9.98,10.04,-0.03,-0.3,146192.0,147182.0,1.01,1.1388,0.72,16.3103,33.6517,1.388,0.3611,0.3798,1.3897,1.8981,189331.0,144744.0,128374.0,1895210.0,1448880.0,6.235,10.0677,0.141998,1.33222,3.53967,-0.0753798,0.412936,11.04,9.04,63619,71712,-0.05921707378915758,1,23,89,2001-08-24
600418.SH,2017-11-02,10.02,9.84,10.02,9.8,10.01,-0.17,-1.7,131297.0,129630.0,0.9071,1.0228,0.66,16.0333,33.0802,1.3645,0.3549,0.3733,1.4137,1.9309,189331.0,144744.0,128374.0,1863020.0,1424280.0,6.235,9.87311,0.183767,-0.675214,2.24587,-0.0863213,0.673797,11.01,9.01,34749,56256,-0.23611443187083134,1,23,89,2001-08-24
600418.SH,2017-11-03,9.81,9.76,9.9,9.7,9.84,-0.08,-0.81,103363.0,101206.0,0.7141,0.8052,0.55,15.903,32.8112,1.3534,0.352,0.3703,1.4253,1.9467,189331.0,144744.0,128374.0,1847870.0,1412700.0,6.235,9.79133,0.236148,0.762111,1.26607,-0.181252,0.426851,10.82,8.86,27368,40539,-0.19326942407678138,1,23,89,2001-08-24
600418.SH,2017-11-06,9.88,10.08,10.13,9.88,9.76,0.32,3.28,221228.0,222045.0,1.5284,1.7233,1.31,16.4244,33.887,1.3977,0.3636,0.3824,1.3801,1.8849,189331.0,144744.0,128374.0,1908460.0,1459020.0,6.235,10.0369,0.0998337,2.21594,9.35632,0.190353,0.247472,10.74,8.78,124869,98367,0.11926583097150119,1,23,89,2001-08-24
600418.SH,2017-11-07,10.02,10.07,10.08,9.94,10.08,-0.01,-0.1,106355.0,106533.0,0.7348,0.8285,0.71,16.4081,33.8534,1.3964,0.3632,0.3821,1.3814,1.8868,189331.0,144744.0,128374.0,1906570.0,1457570.0,6.235,10.0167,0.196201,-0.451518,1.67552,-0.169051,0.517922,11.09,9.07,38080,49991,-0.13517601456579673,1,23,89,2001-08-24
600418.SH,2017-11-08,10.06,10.2,10.34,10.02,10.07,0.13,1.29,223629.0,228856.0,1.545,1.742,1.58,16.6199,34.2904,1.4144,0.3679,0.387,1.3638,1.8627,189331.0,144744.0,128374.0,1931180.0,1476390.0,6.235,10.2337,0.14237,0.793184,1.40147,-0.0387924,0.29291,11.08,9.06,94932,101207,-0.0319018102609747,1,23,89,2001-08-24
600418.SH,2017-11-09,10.33,10.24,10.46,10.18,10.2,0.04,0.39,178246.0,183623.0,1.2315,1.3885,1.13,16.6851,34.4249,1.4199,0.3694,0.3885,1.3585,1.8555,189331.0,144744.0,128374.0,1938750.0,1482180.0,6.235,10.3017,0.107896,-0.52476,2.16692,0.688508,0.664716,11.22,9.18,61048,80606,-0.13740775216513232,1,23,89,2001-08-24
600418.SH,2017-11-10,10.21,10.02,10.21,10.0,10.24,-0.22,-2.15,191302.0,192686.0,1.3217,1.4902,1.15,16.3266,33.6853,1.3894,0.3614,0.3802,1.3883,1.8962,189331.0,144744.0,128374.0,1897100.0,1450330.0,6.235,10.0723,0.178158,-0.0343822,-0.037027,-0.0636138,0.640114,11.26,9.22,72184,100504,-0.1635595081174793,1,23,89,2001-08-24
