Date,Open,High,Low,Close,Adj Close,Volume
2022-03-01,105.849998,111.250000,105.849998,107.089996,107.089996,21218500
2022-03-02,107.389999,107.389999,103.239998,105.419998,105.419998,20791800
2022-03-03,106.029999,106.629997,101.070000,102.050003,102.050003,21725900
2022-03-04,100.290001,104.389999,99.330002,100.599998,100.599998,24574700
2022-03-07,99.559998,103.360001,98.599998,98.660004,98.660004,20679400
2022-03-08,99.320000,100.910004,95.570000,97.500000,97.500000,23275500
2022-03-09,100.260002,100.970001,98.320000,100.930000,100.930000,20853600
2022-03-10,95.190002,95.699997,90.820000,92.919998,92.919998,37671200
2022-03-11,93.260002,93.949997,86.680000,86.709999,86.709999,39341800
2022-03-14,80.699997,82.449997,77.080002,77.760002,77.760002,69992600
2022-03-15,75.099998,80.139999,73.279999,76.760002,76.760002,86209300
2022-03-16,92.000000,105.739998,87.120003,104.980003,104.980003,159834300
2022-03-17,99.139999,101.889999,95.769997,100.370003,100.370003,80663200
2022-03-18,100.500000,111.739998,99.599998,108.300003,108.300003,83781800
2022-03-21,102.809998,105.680000,98.699997,103.589996,103.589996,58882900
2022-03-22,114.010002,118.239998,112.370003,114.989998,114.989998,88193400
2022-03-23,115.699997,124.111000,112.680000,117.239998,117.239998,81605700
2022-03-24,112.860001,116.500000,110.820000,115.150002,115.150002,55850200
2022-03-25,110.529999,113.860001,109.400002,112.989998,112.989998,42396500
2022-03-28,113.860001,116.230003,111.919998,115.089996,115.089996,30168000
2022-03-29,118.360001,119.599998,115.739998,116.709999,116.709999,28060900
2022-03-30,115.540001,120.101997,115.540001,116.580002,116.580002,28381700
2022-03-31,115.029999,115.089996,108.709999,108.800003,108.800003,31240200
2022-04-01,117.620003,118.949997,109.750000,110.199997,110.199997,55873000
2022-04-04,115.699997,118.220001,113.375000,117.500000,117.500000,39088500
2022-04-05,115.000000,115.000000,110.230003,111.000000,111.000000,35226000
2022-04-06,109.239998,109.470001,106.120003,107.680000,107.680000,23739800
2022-04-07,106.680000,107.529999,102.610001,104.269997,104.269997,26814300
2022-04-08,104.480003,106.470001,103.329002,103.529999,103.529999,20814900
2022-04-11,101.089996,103.919998,99.160004,101.550003,101.550003,23504100
2022-04-12,101.180000,102.330002,99.389999,99.750000,99.750000,23953600
2022-04-13,99.239998,101.349998,98.209999,100.029999,100.029999,18330400
2022-04-14,97.290001,99.271004,95.305000,95.489998,95.489998,20931200
2022-04-18,93.769997,95.279999,91.820000,94.709999,94.709999,19159200
2022-04-19,92.290001,93.949997,90.949997,93.500000,93.500000,23870000
2022-04-20,93.480003,93.699997,89.269997,89.410004,89.410004,20949700
2022-04-21,89.550003,90.010002,85.400002,85.989998,85.989998,25639000
2022-04-22,86.500000,90.680000,86.310997,86.489998,86.489998,25130300
2022-04-25,82.699997,86.169998,81.800003,85.839996,85.839996,24674000
2022-04-26,85.870003,86.239998,83.279999,83.989998,83.989998,21194600
2022-04-27,85.320000,89.410004,84.779999,88.320000,88.320000,29351600
2022-04-28,88.620003,90.980003,86.940002,90.910004,90.910004,17707500
2022-04-29,101.529999,103.519997,96.660004,97.089996,97.089996,44933400
2022-05-02,96.410004,101.320000,95.150002,101.209999,101.209999,25479500
2022-05-03,100.129997,102.690002,99.430000,100.379997,100.379997,15216100
2022-05-04,97.720001,101.570000,96.610001,101.410004,101.410004,17740600
2022-05-05,97.940002,98.470001,94.050003,94.639999,94.639999,18673100
2022-05-06,93.360001,93.860001,88.709999,90.050003,90.050003,18568600
2022-05-09,86.955002,88.599998,84.430000,84.839996,84.839996,23338600
2022-05-10,88.639999,88.639999,83.510002,84.570000,84.570000,23400900
2022-05-11,85.510002,87.519997,81.470001,81.730003,81.730003,24962400
2022-05-12,80.680000,83.120003,78.010002,81.089996,81.089996,23833100
2022-05-13,82.120003,88.360001,82.000000,87.989998,87.989998,20078400
2022-05-16,87.699997,89.080002,86.339996,86.480003,86.480003,19644800
2022-05-17,92.750000,94.480003,89.540001,91.989998,91.989998,27330300
2022-05-18,90.000000,91.639999,87.000000,87.309998,87.309998,18991300
2022-05-19,86.180000,90.089996,85.739998,87.690002,87.690002,20776400
2022-05-20,88.699997,90.169998,84.730003,86.790001,86.790001,21020800
2022-05-23,87.059998,87.415001,84.760002,87.230003,87.230003,13998200
2022-05-24,84.989998,85.120003,81.540001,82.470001,82.470001,15214400
2022-05-25,83.720001,84.070000,81.070000,82.309998,82.309998,23093700
2022-05-26,87.300003,95.089996,86.730003,94.480003,94.480003,50825000
2022-05-27,92.209999,94.500000,90.370003,93.410004,93.410004,26716000
2022-05-31,98.330002,99.320000,95.449997,96.050003,96.050003,33790000
2022-06-01,95.900002,96.930000,91.879997,93.379997,93.379997,23730900
2022-06-02,93.669998,97.629997,93.400002,97.500000,97.500000,23228100
2022-06-03,95.150002,96.000000,93.023003,93.209999,93.209999,15855900
2022-06-06,99.639999,102.419998,97.915001,99.010002,99.010002,37287200
2022-06-07,99.989998,104.459999,99.419998,104.320000,104.320000,35958700
2022-06-08,108.260002,121.055000,107.809998,119.620003,119.620003,92337000
2022-06-09,115.000000,118.220001,109.440002,109.900002,109.900002,72512300
2022-06-10,113.660004,114.820000,108.239998,109.839996,109.839996,49859200
2022-06-13,103.610001,104.529999,97.580002,98.519997,98.519997,36396700
2022-06-14,101.989998,106.074997,100.830002,105.230003,105.230003,28567500
2022-06-15,106.809998,108.629997,104.382004,108.029999,108.029999,24026100
2022-06-16,102.790001,104.910004,100.510002,101.449997,101.449997,22357800
2022-06-17,112.540001,112.750000,101.325996,102.239998,102.239998,73019300
2022-06-21,105.959999,107.061996,103.870003,106.389999,106.389999,33975000
2022-06-22,104.230003,107.099998,103.080002,105.150002,105.150002,24233000
2022-06-23,109.959999,113.089996,108.081001,112.110001,112.110001,33228200
2022-06-24,115.300003,118.089996,114.300003,117.620003,117.620003,27029900
2022-06-27,119.970001,121.379997,117.879997,118.730003,118.730003,21724300
2022-06-28,118.980003,120.930000,116.510002,116.760002,116.760002,18659400
2022-06-29,115.809998,117.089996,113.709999,116.029999,116.029999,13793900
2022-06-30,113.769997,114.599998,111.379997,113.680000,113.680000,13836200
2022-07-01,113.629997,116.625000,112.919998,116.000000,116.000000,16679400
2022-07-05,114.510002,120.529999,112.139999,120.129997,120.129997,20989300
2022-07-06,118.930000,120.000000,115.510002,119.120003,119.120003,20222700
2022-07-07,120.629997,125.000000,120.629997,122.389999,122.389999,24202000
2022-07-08,122.260002,125.839996,120.699997,120.900002,120.900002,27221400
2022-07-11,115.459999,115.580002,109.330002,109.570000,109.570000,31249900
2022-07-12,110.860001,111.000000,107.059998,109.209999,109.209999,22318500
2022-07-13,106.839996,110.639999,106.750000,109.099998,109.099998,16861400
2022-07-14,107.800003,108.540001,100.709999,103.760002,103.760002,35314900
2022-07-15,103.489998,103.639999,97.839996,102.440002,102.440002,33572300
2022-07-18,105.879997,106.959999,102.949997,103.139999,103.139999,20503400
2022-07-19,103.970001,104.820000,101.529999,104.750000,104.750000,19842500
2022-07-20,106.239998,107.160004,102.849998,103.959999,103.959999,21897900
2022-07-21,104.059998,106.610001,103.680000,105.129997,105.129997,17865500
2022-07-22,104.309998,104.699997,99.680000,100.610001,100.610001,18819800
2022-07-25,100.500000,101.269997,98.739998,101.059998,101.059998,16604300
2022-07-26,104.309998,105.250000,100.809998,101.440002,101.440002,28004300
2022-07-27,102.199997,102.970001,99.800003,102.779999,102.779999,19366600
2022-07-28,101.919998,102.680000,95.620003,100.550003,100.550003,33875400
2022-07-29,94.220001,94.220001,89.110001,89.370003,89.370003,59201800
2022-08-01,89.190002,90.540001,88.000000,90.339996,90.339996,36050900
2022-08-02,88.199997,94.870003,88.199997,92.620003,92.620003,34430500
2022-08-03,92.000000,96.300003,90.919998,95.720001,95.720001,23921700
2022-08-04,101.070000,103.000000,95.059998,97.430000,97.430000,42517800
2022-08-05,93.070000,94.169998,90.730003,92.559998,92.559998,27158400
2022-08-08,91.470001,92.750000,90.339996,90.839996,90.839996,16194100
2022-08-09,91.190002,93.120003,90.599998,91.190002,91.190002,16744900
2022-08-10,91.169998,92.949997,88.559998,92.430000,92.430000,17855400
2022-08-11,94.489998,97.709999,93.629997,94.870003,94.870003,17521200
2022-08-12,91.510002,94.800003,91.430000,94.769997,94.769997,17828600
2022-08-15,93.199997,94.629997,92.379997,94.199997,94.199997,14425100
2022-08-16,92.690002,93.570000,91.400002,92.650002,92.650002,12003200
2022-08-17,91.870003,92.389999,89.760002,89.769997,89.769997,14491500
2022-08-18,90.050003,91.930000,88.519997,90.739998,90.739998,13418600
2022-08-19,90.410004,91.650002,89.180000,89.629997,89.629997,12344000
2022-08-22,89.570000,90.879997,89.300003,90.029999,90.029999,15545000
2022-08-23,89.169998,90.180000,86.709999,89.830002,89.830002,17345900
2022-08-24,87.900002,94.148003,87.550003,92.519997,92.519997,22808300
2022-08-25,96.059998,101.029999,94.949997,99.889999,99.889999,39170600
2022-08-26,104.839996,104.849998,97.610001,98.000000,98.000000,45720800
