Instrument,Date
600482.SH,2016-12-30
600482.SH,2017-01-26
600482.SH,2017-02-28
600482.SH,2017-03-31
600482.SH,2017-04-28
600482.SH,2017-05-31
600482.SH,2017-06-30
600482.SH,2017-07-31
600482.SH,2017-08-31
600482.SH,2017-09-29
600482.SH,2017-10-31
600482.SH,2017-11-30
600482.SH,2017-12-29
600482.SH,2018-01-31
600482.SH,2018-02-28
600482.SH,2018-03-30
600482.SH,2018-04-27
600482.SH,2018-05-31
600482.SH,2018-06-29
600482.SH,2018-07-31
600482.SH,2018-08-31
600482.SH,2018-09-28
600482.SH,2018-10-31
600482.SH,2018-11-30
600482.SH,2018-12-28
600482.SH,2019-01-31
600482.SH,2019-02-28
600482.SH,2019-03-29
600482.SH,2019-04-30
600482.SH,2019-05-31
600482.SH,2019-06-28
600482.SH,2019-07-31
600482.SH,2019-08-30
600482.SH,2019-09-30
600482.SH,2019-10-31
600482.SH,2019-11-29
600482.SH,2019-12-31
600482.SH,2020-01-02
600482.SH,2020-01-23
600482.SH,2020-02-28
600482.SH,2020-03-31
600482.SH,2020-04-01
600482.SH,2020-04-30
600482.SH,2020-05-06
600482.SH,2020-05-29
600482.SH,2020-06-01
600482.SH,2020-06-03
600482.SH,2020-06-04
600482.SH,2020-06-05
600482.SH,2020-06-08
600482.SH,2020-06-30
600482.SH,2020-07-01
600482.SH,2020-07-31
600482.SH,2020-08-03
600482.SH,2020-08-31
600482.SH,2020-09-01
600482.SH,2020-09-30
600482.SH,2020-10-09
600482.SH,2020-10-30
600482.SH,2020-11-02
600482.SH,2020-11-30
600482.SH,2020-12-01
600482.SH,2020-12-31
600482.SH,2021-01-04
600482.SH,2021-01-29
600482.SH,2021-02-01
600482.SH,2021-02-26
600482.SH,2021-03-01
600482.SH,2021-03-31
600482.SH,2021-04-01
600482.SH,2021-04-30
600482.SH,2021-05-06
600482.SH,2021-05-31
600482.SH,2021-06-01
600482.SH,2021-06-30
600482.SH,2021-07-01
600482.SH,2021-07-30
600482.SH,2021-08-02
600482.SH,2021-08-31
600482.SH,2021-09-01
600482.SH,2021-09-30
600482.SH,2021-10-08
600482.SH,2021-10-29
600482.SH,2021-11-01
600482.SH,2021-11-30
600482.SH,2021-12-01
600482.SH,2024-12-31
600482.SH,2025-01-02
600482.SH,2025-01-27
600482.SH,2025-02-05
600485.SH,2016-01-29
600485.SH,2016-02-29
600485.SH,2016-03-31
600485.SH,2016-04-29
600485.SH,2016-05-31
600485.SH,2016-06-30
600485.SH,2016-07-29
600485.SH,2016-08-31
600485.SH,2016-09-30
600485.SH,2016-10-31
600485.SH,2016-11-30
600485.SH,2016-12-30
600485.SH,2017-01-26
600485.SH,2017-02-28
600485.SH,2017-03-31
600485.SH,2017-04-28
600485.SH,2017-05-31
600485.SH,2017-06-30
600485.SH,2017-07-31
600485.SH,2017-08-31
600485.SH,2017-09-29
600485.SH,2017-10-31
600485.SH,2017-11-30
600485.SH,2017-12-29
600485.SH,2018-01-31
600485.SH,2018-02-28
600485.SH,2018-03-30
600485.SH,2018-04-27
600485.SH,2018-05-31
600487.SH,2018-06-29
600487.SH,2018-07-31
600487.SH,2018-08-31
600487.SH,2018-09-28
600487.SH,2018-10-31
600487.SH,2018-11-30
600487.SH,2018-12-28
600487.SH,2019-01-31
600487.SH,2019-02-28
600487.SH,2019-03-29
600487.SH,2019-04-30
600487.SH,2019-05-31
600487.SH,2019-06-28
600487.SH,2019-07-31
600487.SH,2019-08-30
600487.SH,2019-09-30
600487.SH,2019-10-31
600487.SH,2019-11-29
600487.SH,2019-12-31
600487.SH,2020-01-02
600487.SH,2020-01-23
600487.SH,2020-02-28
600487.SH,2020-03-31
600487.SH,2020-04-01
600487.SH,2020-04-30
600487.SH,2020-05-06
600487.SH,2020-05-29
600487.SH,2020-06-01
600487.SH,2020-06-03
600487.SH,2020-06-04
600487.SH,2020-06-05
600487.SH,2020-06-08
600487.SH,2020-06-30
600487.SH,2020-07-01
600487.SH,2020-07-31
600487.SH,2020-08-03
600487.SH,2020-08-31
600487.SH,2020-09-01
600487.SH,2020-09-30
600487.SH,2020-10-09
600487.SH,2020-10-30
600487.SH,2020-11-02
600487.SH,2020-11-30
600487.SH,2020-12-01
600487.SH,2020-12-31
600487.SH,2021-01-04
600487.SH,2021-01-29
600487.SH,2021-02-01
600487.SH,2021-02-26
600487.SH,2021-03-01
600487.SH,2021-03-31
600487.SH,2021-04-01
600487.SH,2021-04-30
600487.SH,2021-05-06
600487.SH,2021-05-31
600487.SH,2021-06-01
600489.SH,2016-01-29
600489.SH,2016-02-29
600489.SH,2016-03-31
600489.SH,2016-04-29
600489.SH,2016-05-31
600489.SH,2016-06-30
600489.SH,2016-07-29
600489.SH,2016-08-31
600489.SH,2016-09-30
600489.SH,2016-10-31
600489.SH,2016-11-30
600489.SH,2016-12-30
600489.SH,2017-01-26
600489.SH,2017-02-28
600489.SH,2017-03-31
600489.SH,2017-04-28
600489.SH,2017-05-31
600489.SH,2017-06-30
600489.SH,2017-07-31
600489.SH,2017-08-31
600489.SH,2017-09-29
600489.SH,2017-10-31
600489.SH,2017-11-30
600489.SH,2017-12-29
600489.SH,2018-01-31
600489.SH,2018-02-28
600489.SH,2018-03-30
600489.SH,2018-04-27
600489.SH,2018-05-31
600489.SH,2018-06-29
600489.SH,2018-07-31
600489.SH,2018-08-31
600489.SH,2018-09-28
600489.SH,2018-10-31
600489.SH,2018-11-30
600489.SH,2018-12-28
600489.SH,2019-01-31
600489.SH,2019-02-28
600489.SH,2019-03-29
600489.SH,2019-04-30
600489.SH,2019-05-31
600489.SH,2019-06-28
600489.SH,2019-07-31
600489.SH,2019-08-30
600489.SH,2019-09-30
600489.SH,2019-10-31
600489.SH,2019-11-29
600489.SH,2019-12-31
600489.SH,2020-01-02
600489.SH,2020-01-23
600489.SH,2020-02-28
600489.SH,2020-03-31
600489.SH,2020-04-01
600489.SH,2020-04-30
600489.SH,2020-05-06
600489.SH,2020-05-29
600489.SH,2020-06-01
600489.SH,2020-06-03
600489.SH,2020-06-04
600489.SH,2020-06-05
600489.SH,2020-06-08
600489.SH,2020-06-30
600489.SH,2020-07-01
600489.SH,2020-07-31
600489.SH,2020-08-03
600489.SH,2020-08-31
600489.SH,2020-09-01
600489.SH,2020-09-30
600489.SH,2020-10-09
600489.SH,2020-10-30
600489.SH,2020-11-02
600489.SH,2020-11-30
600489.SH,2020-12-01
600489.SH,2020-12-31
600489.SH,2021-01-04
600489.SH,2021-01-29
600489.SH,2021-02-01
600489.SH,2021-02-26
600489.SH,2021-03-01
600489.SH,2021-03-31
600489.SH,2021-04-01
600489.SH,2021-04-30
600489.SH,2021-05-06
600489.SH,2021-05-31
600489.SH,2021-06-01
600489.SH,2021-06-30
600489.SH,2021-07-01
600489.SH,2021-07-30
600489.SH,2021-08-02
600489.SH,2021-08-31
600489.SH,2021-09-01
600489.SH,2021-09-30
600489.SH,2021-10-08
600489.SH,2021-10-29
600489.SH,2021-11-01
600489.SH,2021-11-30
600489.SH,2021-12-01
600489.SH,2021-12-31
600489.SH,2022-01-04
600489.SH,2022-01-28
600489.SH,2022-02-07
600489.SH,2022-02-28
600489.SH,2022-03-01
600489.SH,2022-03-31
600489.SH,2022-04-01
600489.SH,2022-04-29
600489.SH,2022-05-05
600489.SH,2022-05-31
600489.SH,2022-06-01
600489.SH,2022-06-30
600489.SH,2022-07-01
600489.SH,2022-07-29
600489.SH,2022-08-01
600489.SH,2022-08-31
600489.SH,2022-09-01
600489.SH,2022-09-30
600489.SH,2022-10-10
600489.SH,2022-10-31
600489.SH,2022-11-01
600489.SH,2022-11-30
600489.SH,2022-12-01
600489.SH,2023-12-29
600489.SH,2024-01-02
600489.SH,2024-01-31
600489.SH,2024-02-01
600489.SH,2024-02-29
600489.SH,2024-03-01
600489.SH,2024-03-29
600489.SH,2024-04-01
600489.SH,2024-04-30
600489.SH,2024-05-06
600489.SH,2024-05-31
600489.SH,2024-06-03
600489.SH,2024-06-28
600489.SH,2024-07-01
600489.SH,2024-07-31
600489.SH,2024-08-01
600489.SH,2024-08-30
600489.SH,2024-09-02
600489.SH,2024-09-30
600489.SH,2024-10-08
600489.SH,2024-10-31
600489.SH,2024-11-01
600489.SH,2024-11-29
600489.SH,2024-12-02
600489.SH,2024-12-31
600489.SH,2025-01-02
600489.SH,2025-01-27
600489.SH,2025-02-05
600498.SH,2016-12-30
600498.SH,2017-01-26
600498.SH,2017-02-28
600498.SH,2017-03-31
600498.SH,2017-04-28
600498.SH,2017-05-31
600498.SH,2017-06-30
600498.SH,2017-07-31
600498.SH,2017-08-31
600498.SH,2017-09-29
600498.SH,2017-10-31
600498.SH,2017-11-30
600498.SH,2017-12-29
600498.SH,2018-01-31
600498.SH,2018-02-28
600498.SH,2018-03-30
600498.SH,2018-04-27
600498.SH,2018-05-31
600498.SH,2018-06-29
600498.SH,2018-07-31
600498.SH,2018-08-31
600498.SH,2018-09-28
600498.SH,2018-10-31
600498.SH,2018-11-30
600498.SH,2018-12-28
600498.SH,2019-01-31
600498.SH,2019-02-28
600498.SH,2019-03-29
600498.SH,2019-04-30
600498.SH,2019-05-31
600498.SH,2019-06-28
600498.SH,2019-07-31
600498.SH,2019-08-30
600498.SH,2019-09-30
600498.SH,2019-10-31
600498.SH,2019-11-29
600498.SH,2019-12-31
600498.SH,2020-01-02
600498.SH,2020-01-23
600498.SH,2020-02-28
600498.SH,2020-03-31
600498.SH,2020-04-01
600498.SH,2020-04-30
600498.SH,2020-05-06
600498.SH,2020-05-29
600498.SH,2020-06-01
600498.SH,2020-06-03
600498.SH,2020-06-04
600498.SH,2020-06-05
600498.SH,2020-06-08
600498.SH,2020-06-30
600498.SH,2020-07-01
600498.SH,2020-07-31
600498.SH,2020-08-03
600498.SH,2020-08-31
600498.SH,2020-09-01
600498.SH,2020-09-30
600498.SH,2020-10-09
600498.SH,2020-10-30
600498.SH,2020-11-02
600498.SH,2020-11-30
600498.SH,2020-12-01
600498.SH,2020-12-31
600498.SH,2021-01-04
600498.SH,2021-01-29
600498.SH,2021-02-01
600498.SH,2021-02-26
600498.SH,2021-03-01
600498.SH,2021-03-31
600498.SH,2021-04-01
600498.SH,2021-04-30
600498.SH,2021-05-06
600498.SH,2021-05-31
600498.SH,2021-06-01
600515.SH,2023-12-29
600515.SH,2024-01-02
600515.SH,2024-01-31
600515.SH,2024-02-01
600515.SH,2024-02-29
600515.SH,2024-03-01
600515.SH,2024-03-29
600515.SH,2024-04-01
600515.SH,2024-04-30
600515.SH,2024-05-06
600515.SH,2024-05-31
600515.SH,2024-06-03
600515.SH,2024-06-28
600515.SH,2024-07-01
600515.SH,2024-07-31
600515.SH,2024-08-01
600515.SH,2024-08-30
600515.SH,2024-09-02
600515.SH,2024-09-30
600515.SH,2024-10-08
600515.SH,2024-10-31
600515.SH,2024-11-01
600515.SH,2024-11-29
600515.SH,2024-12-02
600515.SH,2024-12-31
600515.SH,2025-01-02
600515.SH,2025-01-27
600515.SH,2025-02-05
600516.SH,2018-06-29
600516.SH,2018-07-31
600516.SH,2018-08-31
600516.SH,2018-09-28
600516.SH,2018-10-31
600516.SH,2018-11-30
600516.SH,2018-12-28
600516.SH,2019-01-31
600516.SH,2019-02-28
600516.SH,2019-03-29
600516.SH,2019-04-30
600516.SH,2019-05-31
600516.SH,2019-06-28
600516.SH,2019-07-31
600516.SH,2019-08-30
600516.SH,2019-09-30
600516.SH,2019-10-31
600516.SH,2019-11-29
600516.SH,2019-12-31
600516.SH,2020-01-02
600516.SH,2020-01-23
600516.SH,2020-02-28
600516.SH,2020-03-31
600516.SH,2020-04-01
600516.SH,2020-04-30
600516.SH,2020-05-06
600516.SH,2020-05-29
600516.SH,2020-06-01
600516.SH,2020-06-03
600516.SH,2020-06-04
600516.SH,2020-06-05
600516.SH,2020-06-08
600516.SH,2020-06-30
600516.SH,2020-07-01
600516.SH,2020-07-31
600516.SH,2020-08-03
600516.SH,2020-08-31
600516.SH,2020-09-01
600516.SH,2020-09-30
600516.SH,2020-10-09
600516.SH,2020-10-30
600516.SH,2020-11-02
600516.SH,2020-11-30
600516.SH,2020-12-01
600518.SH,2016-01-29
600518.SH,2016-02-29
600518.SH,2016-03-31
600518.SH,2016-04-29
600518.SH,2016-05-31
600518.SH,2016-06-30
600518.SH,2016-07-29
600518.SH,2016-08-31
600518.SH,2016-09-30
600518.SH,2016-10-31
600518.SH,2016-11-30
600518.SH,2016-12-30
600518.SH,2017-01-26
600518.SH,2017-02-28
600518.SH,2017-03-31
600518.SH,2017-04-28
600518.SH,2017-05-31
600518.SH,2017-06-30
600518.SH,2017-07-31
600518.SH,2017-08-31
600518.SH,2017-09-29
600518.SH,2017-10-31
600518.SH,2017-11-30
600518.SH,2017-12-29
600518.SH,2018-01-31
600518.SH,2018-02-28
600518.SH,2018-03-30
600518.SH,2018-04-27
600518.SH,2018-05-31
600518.SH,2018-06-29
600518.SH,2018-07-31
600518.SH,2018-08-31
600518.SH,2018-09-28
600518.SH,2018-10-31
600518.SH,2018-11-30
600518.SH,2018-12-28
600518.SH,2019-01-31
600518.SH,2019-02-28
600518.SH,2019-03-29
600518.SH,2019-04-30
600518.SH,2019-05-31
600519.SH,2016-01-29
600519.SH,2016-02-29
600519.SH,2016-03-31
600519.SH,2016-04-29
600519.SH,2016-05-31
600519.SH,2016-06-30
600519.SH,2016-07-29
600519.SH,2016-08-31
600519.SH,2016-09-30
600519.SH,2016-10-31
600519.SH,2016-11-30
600519.SH,2016-12-30
600519.SH,2017-01-26
600519.SH,2017-02-28
600519.SH,2017-03-31
600519.SH,2017-04-28
600519.SH,2017-05-31
600519.SH,2017-06-30
600519.SH,2017-07-31
600519.SH,2017-08-31
600519.SH,2017-09-29
600519.SH,2017-10-31
600519.SH,2017-11-30
600519.SH,2017-12-29
600519.SH,2018-01-31
600519.SH,2018-02-28
600519.SH,2018-03-30
600519.SH,2018-04-27
600519.SH,2018-05-31
600519.SH,2018-06-29
600519.SH,2018-07-31
600519.SH,2018-08-31
600519.SH,2018-09-28
600519.SH,2018-10-31
600519.SH,2018-11-30
600519.SH,2018-12-28
600519.SH,2019-01-31
600519.SH,2019-02-28
600519.SH,2019-03-29
600519.SH,2019-04-30
600519.SH,2019-05-31
600519.SH,2019-06-28
600519.SH,2019-07-31
600519.SH,2019-08-30
600519.SH,2019-09-30
600519.SH,2019-10-31
600519.SH,2019-11-29
600519.SH,2019-12-31
600519.SH,2020-01-02
600519.SH,2020-01-23
600519.SH,2020-02-28
600519.SH,2020-03-31
600519.SH,2020-04-01
600519.SH,2020-04-30
600519.SH,2020-05-06
600519.SH,2020-05-29
600519.SH,2020-06-01
600519.SH,2020-06-03
600519.SH,2020-06-04
600519.SH,2020-06-05
600519.SH,2020-06-08
600519.SH,2020-06-30
600519.SH,2020-07-01
600519.SH,2020-07-31
600519.SH,2020-08-03
600519.SH,2020-08-31
600519.SH,2020-09-01
600519.SH,2020-09-30
600519.SH,2020-10-09
600519.SH,2020-10-30
600519.SH,2020-11-02
600519.SH,2020-11-30
600519.SH,2020-12-01
600519.SH,2020-12-31
600519.SH,2021-01-04
600519.SH,2021-01-29
600519.SH,2021-02-01
600519.SH,2021-02-26
600519.SH,2021-03-01
600519.SH,2021-03-31
600519.SH,2021-04-01
600519.SH,2021-04-30
600519.SH,2021-05-06
600519.SH,2021-05-31
600519.SH,2021-06-01
600519.SH,2021-06-30
600519.SH,2021-07-01
600519.SH,2021-07-30
600519.SH,2021-08-02
600519.SH,2021-08-31
600519.SH,2021-09-01
600519.SH,2021-09-30
600519.SH,2021-10-08
600519.SH,2021-10-29
600519.SH,2021-11-01
600519.SH,2021-11-30
600519.SH,2021-12-01
600519.SH,2021-12-31
600519.SH,2022-01-04
600519.SH,2022-01-28
600519.SH,2022-02-07
600519.SH,2022-02-28
600519.SH,2022-03-01
600519.SH,2022-03-31
600519.SH,2022-04-01
600519.SH,2022-04-29
600519.SH,2022-05-05
600519.SH,2022-05-31
600519.SH,2022-06-01
600519.SH,2022-06-30
600519.SH,2022-07-01
600519.SH,2022-07-29
600519.SH,2022-08-01
600519.SH,2022-08-31
600519.SH,2022-09-01
600519.SH,2022-09-30
600519.SH,2022-10-10
600519.SH,2022-10-31
600519.SH,2022-11-01
600519.SH,2022-11-30
600519.SH,2022-12-01
600519.SH,2022-12-30
600519.SH,2023-01-03
600519.SH,2023-01-31
600519.SH,2023-02-01
600519.SH,2023-02-28
600519.SH,2023-03-01
600519.SH,2023-03-31
600519.SH,2023-04-03
600519.SH,2023-04-28
600519.SH,2023-05-31
600519.SH,2023-06-01
600519.SH,2023-06-02
600519.SH,2023-06-30
600519.SH,2023-07-03
600519.SH,2023-07-31
600519.SH,2023-08-01
600519.SH,2023-08-31
600519.SH,2023-09-01
600519.SH,2023-09-28
600519.SH,2023-10-09
600519.SH,2023-10-31
600519.SH,2023-11-01
600519.SH,2023-11-30
600519.SH,2023-12-01
600519.SH,2023-12-29
600519.SH,2024-01-02
600519.SH,2024-01-31
600519.SH,2024-02-01
600519.SH,2024-02-29
600519.SH,2024-03-01
600519.SH,2024-03-29
600519.SH,2024-04-01
600519.SH,2024-04-30
600519.SH,2024-05-06
600519.SH,2024-05-31
600519.SH,2024-06-03
600519.SH,2024-06-28
600519.SH,2024-07-01
600519.SH,2024-07-31
600519.SH,2024-08-01
600519.SH,2024-08-30
600519.SH,2024-09-02
600519.SH,2024-09-30
600519.SH,2024-10-08
600519.SH,2024-10-31
600519.SH,2024-11-01
600519.SH,2024-11-29
600519.SH,2024-12-02
600519.SH,2024-12-31
600519.SH,2025-01-02
600519.SH,2025-01-27
600519.SH,2025-02-05
600521.SH,2021-06-30
600521.SH,2021-07-01
600521.SH,2021-07-30
600521.SH,2021-08-02
600521.SH,2021-08-31
600521.SH,2021-09-01
600521.SH,2021-09-30
600521.SH,2021-10-08
600521.SH,2021-10-29
600521.SH,2021-11-01
600521.SH,2021-11-30
600521.SH,2021-12-01
600522.SH,2017-06-30
600522.SH,2017-07-31
600522.SH,2017-08-31
600522.SH,2017-09-29
600522.SH,2017-10-31
600522.SH,2017-11-30
600522.SH,2017-12-29
600522.SH,2018-01-31
600522.SH,2018-02-28
600522.SH,2018-03-30
600522.SH,2018-04-27
600522.SH,2018-05-31
600522.SH,2018-06-29
600522.SH,2018-07-31
600522.SH,2018-08-31
600522.SH,2018-09-28
600522.SH,2018-10-31
600522.SH,2018-11-30
600522.SH,2018-12-28
600522.SH,2019-01-31
600522.SH,2019-02-28
600522.SH,2019-03-29
600522.SH,2019-04-30
600522.SH,2019-05-31
600522.SH,2019-06-28
600522.SH,2019-07-31
600522.SH,2019-08-30
600522.SH,2019-09-30
600522.SH,2019-10-31
600522.SH,2019-11-29
600522.SH,2019-12-31
600522.SH,2020-01-02
600522.SH,2020-01-23
600522.SH,2020-02-28
600522.SH,2020-03-31
600522.SH,2020-04-01
600522.SH,2020-04-30
600522.SH,2020-05-06
600522.SH,2020-05-29
600522.SH,2020-06-01
600522.SH,2020-06-03
600522.SH,2020-06-04
600522.SH,2020-06-05
600522.SH,2020-06-08
600522.SH,2020-06-30
600522.SH,2020-07-01
600522.SH,2020-07-31
600522.SH,2020-08-03
600522.SH,2020-08-31
600522.SH,2020-09-01
600522.SH,2020-09-30
600522.SH,2020-10-09
600522.SH,2020-10-30
600522.SH,2020-11-02
600522.SH,2020-11-30
600522.SH,2020-12-01
600522.SH,2020-12-31
600522.SH,2021-01-04
600522.SH,2021-01-29
600522.SH,2021-02-01
600522.SH,2021-02-26
600522.SH,2021-03-01
600522.SH,2021-03-31
600522.SH,2021-04-01
600522.SH,2021-04-30
600522.SH,2021-05-06
600522.SH,2021-05-31
600522.SH,2021-06-01
600522.SH,2021-06-30
600522.SH,2021-07-01
600522.SH,2021-07-30
600522.SH,2021-08-02
600522.SH,2021-08-31
600522.SH,2021-09-01
600522.SH,2021-09-30
600522.SH,2021-10-08
600522.SH,2021-10-29
600522.SH,2021-11-01
600522.SH,2021-11-30
600522.SH,2021-12-01
600535.SH,2016-01-29
600535.SH,2016-02-29
600535.SH,2016-03-31
600535.SH,2016-04-29
600535.SH,2016-05-31
600535.SH,2016-06-30
600535.SH,2016-07-29
600535.SH,2016-08-31
600535.SH,2016-09-30
600535.SH,2016-10-31
600535.SH,2016-11-30
600535.SH,2016-12-30
600535.SH,2017-01-26
600535.SH,2017-02-28
600535.SH,2017-03-31
600535.SH,2017-04-28
600535.SH,2017-05-31
600535.SH,2017-06-30
600535.SH,2017-07-31
600535.SH,2017-08-31
600535.SH,2017-09-29
600535.SH,2017-10-31
600535.SH,2017-11-30
600535.SH,2017-12-29
600535.SH,2018-01-31
600535.SH,2018-02-28
600535.SH,2018-03-30
600535.SH,2018-04-27
600535.SH,2018-05-31
600535.SH,2018-06-29
600535.SH,2018-07-31
600535.SH,2018-08-31
600535.SH,2018-09-28
600535.SH,2018-10-31
600535.SH,2018-11-30
600535.SH,2018-12-28
600535.SH,2019-01-31
600535.SH,2019-02-28
600535.SH,2019-03-29
600535.SH,2019-04-30
600535.SH,2019-05-31
600535.SH,2019-06-28
600535.SH,2019-07-31
600535.SH,2019-08-30
600535.SH,2019-09-30
600535.SH,2019-10-31
600535.SH,2019-11-29
600535.SH,2019-12-31
600535.SH,2020-01-02
600535.SH,2020-01-23
600535.SH,2020-02-28
600535.SH,2020-03-31
600535.SH,2020-04-01
600535.SH,2020-04-30
600535.SH,2020-05-06
600535.SH,2020-05-29
600535.SH,2020-06-01
600535.SH,2020-06-03
600535.SH,2020-06-04
600535.SH,2020-06-05
600535.SH,2020-06-08
600547.SH,2016-01-29
600547.SH,2016-02-29
600547.SH,2016-03-31
600547.SH,2016-04-29
600547.SH,2016-05-31
600547.SH,2016-06-30
600547.SH,2016-07-29
600547.SH,2016-08-31
600547.SH,2016-09-30
600547.SH,2016-10-31
600547.SH,2016-11-30
600547.SH,2016-12-30
600547.SH,2017-01-26
600547.SH,2017-02-28
600547.SH,2017-03-31
600547.SH,2017-04-28
600547.SH,2017-05-31
600547.SH,2017-06-30
600547.SH,2017-07-31
600547.SH,2017-08-31
600547.SH,2017-09-29
600547.SH,2017-10-31
600547.SH,2017-11-30
600547.SH,2017-12-29
600547.SH,2018-01-31
600547.SH,2018-02-28
600547.SH,2018-03-30
600547.SH,2018-04-27
600547.SH,2018-05-31
600547.SH,2018-06-29
600547.SH,2018-07-31
600547.SH,2018-08-31
600547.SH,2018-09-28
600547.SH,2018-10-31
600547.SH,2018-11-30
600547.SH,2018-12-28
600547.SH,2019-01-31
600547.SH,2019-02-28
600547.SH,2019-03-29
600547.SH,2019-04-30
600547.SH,2019-05-31
600547.SH,2019-06-28
600547.SH,2019-07-31
600547.SH,2019-08-30
600547.SH,2019-09-30
600547.SH,2019-10-31
600547.SH,2019-11-29
600547.SH,2019-12-31
600547.SH,2020-01-02
600547.SH,2020-01-23
600547.SH,2020-02-28
600547.SH,2020-03-31
600547.SH,2020-04-01
600547.SH,2020-04-30
600547.SH,2020-05-06
600547.SH,2020-05-29
600547.SH,2020-06-01
600547.SH,2020-06-03
600547.SH,2020-06-04
600547.SH,2020-06-05
600547.SH,2020-06-08
600547.SH,2020-06-30
600547.SH,2020-07-01
600547.SH,2020-07-31
600547.SH,2020-08-03
600547.SH,2020-08-31
600547.SH,2020-09-01
600547.SH,2020-09-30
600547.SH,2020-10-09
600547.SH,2020-10-30
600547.SH,2020-11-02
600547.SH,2020-11-30
600547.SH,2020-12-01
600547.SH,2020-12-31
600547.SH,2021-01-04
600547.SH,2021-01-29
600547.SH,2021-02-01
600547.SH,2021-02-26
600547.SH,2021-03-01
600547.SH,2021-03-31
600547.SH,2021-04-01
600547.SH,2021-04-30
600547.SH,2021-05-06
600547.SH,2021-05-31
600547.SH,2021-06-01
600547.SH,2021-06-30
600547.SH,2021-07-01
600547.SH,2021-07-30
600547.SH,2021-08-02
600547.SH,2021-08-31
600547.SH,2021-09-01
600547.SH,2021-09-30
600547.SH,2021-10-08
600547.SH,2021-10-29
600547.SH,2021-11-01
600547.SH,2021-11-30
600547.SH,2021-12-01
600547.SH,2021-12-31
600547.SH,2022-01-04
600547.SH,2022-01-28
600547.SH,2022-02-07
600547.SH,2022-02-28
600547.SH,2022-03-01
600547.SH,2022-03-31
600547.SH,2022-04-01
600547.SH,2022-04-29
600547.SH,2022-05-05
600547.SH,2022-05-31
600547.SH,2022-06-01
600547.SH,2022-06-30
600547.SH,2022-07-01
600547.SH,2022-07-29
600547.SH,2022-08-01
600547.SH,2022-08-31
600547.SH,2022-09-01
600547.SH,2022-09-30
600547.SH,2022-10-10
600547.SH,2022-10-31
600547.SH,2022-11-01
600547.SH,2022-11-30
600547.SH,2022-12-01
600547.SH,2022-12-30
600547.SH,2023-01-03
600547.SH,2023-01-31
600547.SH,2023-02-01
600547.SH,2023-02-28
600547.SH,2023-03-01
600547.SH,2023-03-31
600547.SH,2023-04-03
600547.SH,2023-04-28
600547.SH,2023-05-31
600547.SH,2023-06-01
600547.SH,2023-06-02
